title;description;author;duration;rating;price;image_name;category;subcategory
Dropshipping – od A do Z ☄ Hurtownie, zarobki, narzędzia ✅;Jak w 2020 stworzyć dominujący biznes w modelu Dropshippingowym? Przekonaj się krok po kroku, od totalnych podstaw po pe;Mateusz Grabowski;2,5;3,9;52.99;3431958_62b9.jpg;Biznes;Handel elektroniczny
Jak rozpocząć rozmowę przez telefon żeby umówić spotkanie?;Naucz się zdobywać nowych klientów na polisy, kredyty, leasing czy inwestycje przez telefon.;Rafał Mróz;1,5;4,5;52.99;1441454_1e12_3.jpg;Biznes;Sprzedaż
Rekrutacja od strony Managera;Jak przeprowadzić skuteczną rekrutację do zespołu;Wojciech Górecki;1;4,2;52.99;2590900_71f9_2.jpg;Biznes;Zasoby ludzkie
Jak stać się bogatym dzięki inwestowaniu w nieruchomości;Jak okazyjnie kupić nieruchomość i sprzedać z zyskiem.;Daniel Siwiec;1,5;3,5;52.99;2283376_8c5b.jpg;Biznes;Nieruchomości
Zwinne Zarządzanie Celami - Metoda OKR;Objective Key Results. Kurs Online Zwinne Zarządzanie Celami z Wykorzystaniem Metody OKR;Rafał Zalewski, Jerzy Stawicki;5,5;4,5;52.99;3193752_93b8_2.jpg;Biznes;Zarządzanie projektami
Profesjonalna Obsługa Klienta dla Pracownika i Pracodawcy;Zostań Profesjonalistą w Obsłudze Klienta i zdobądź Zdalną Pracę Marzeń!;Ania Brych-Kadzinska;1;4,7;52.99;2660196_5367.jpg;Biznes;Komunikacja
Proaktywny Biznes;czyli decyzje i odpowiedzialność w drodze do sukcesu;Rafal Galinski, Tatiana Galinska;42;4,1;52.99;1744524_a461_4.jpg;Biznes;Prowadzenie firmy
Jak prowadzić biznes bez zakładania firmy?;Działalność nierejestrowa - nowa furtka w prawie;MScoach Magdalena Świerzewska;37;4,2;52.99;1603836_7f39.jpg;Biznes;Prowadzenie firmy
ABC Networkingu;ABC Networkingu …czyli 6 kroków do sukcesu w relacjach biznesowych (plus bonusy!);Witold Antosiewicz, Grzegorz Turniak;39;4,7;52.99;2535616_448a.jpg;Biznes;Komunikacja
Jak wykorzystać smartfon do produkcji filmów edukacyjnych;Kompletny kurs projektowania i tworzenia wideo telefonem komórkowym;Piotr Maczuga;5;5,0;52.99;2348896_9116_4.jpg;Biznes;Media
Kurs LinkedIn i Personal Branding;Budowanie Marki Osobistej;eduweb.pl - Kursy Wideo;6;3,4;159.99;1913884_2f7e.jpg;Biznes;Sprzedaż
Mowa ciała w wystąpieniach publicznych;Jak dzięki mowie ciała obudzić w sobie pewność siebie, swobodę, entuzjazm oraz budować autorytet w oczach słuchaczy.;Michał Taran AKTREN;1,5;4,2;52.99;2879030_fd3f.jpg;Biznes;Komunikacja
Twórz i zarabiaj na apkach - Kompleksowe Szkolenie Apkademii;Kompleksowe Szkolenie Apkademii - jak stworzyć i zacząć zarabiać na aplikacjach moblinych i stronach WWW?;Apkademia .com.pl;7,5;4,2;599.99;3028612_acc2_2.jpg;Biznes;Strategie biznesowe
Jak okazyjnie i bezpiecznie kupić nieruchomość;Najważniejsza wiedza, która pozwoli Ci odnaleźć się w świecie nieruchomości.;Arkadiusz Piętka;1;4,2;52.99;1472988_fbd5.jpg;Biznes;Nieruchomości
First-Time Agile Manager 1. Principles;Pryncypia, zasady i praktyka zwinnego zarządzania projektami dla osób, które wchodzą w świat zwinnych projektów;Tomasz Byzia;2;4,8;52.99;3009798_a104_2.jpg;Biznes;Zarządzanie projektami
Team Motivation - 5 sposobów na motywowanie zespołu;5 sposobów na motywowanie zespołu;Marcin Kądziołka;1;4,0;52.99;1261078_1c6c.jpg;Biznes;Zasoby ludzkie
Budowa paznokci salonowych kształtów żelem. Technika French.;Przedłużanie żelem, French w kształtach: kwadrat, migdał, owal, squo-owal, gotycki migdał w krótkiej salonowej długości.;Viktoriia Klopotova Professional Nail School;4;4,9;299.99;2493470_7c77.jpg;Biznes;Biznes — inne
First-Time Agile Manager 2. Toolbox;Praktyczne metody, techniki i narzędzia zwinnego zarządzania projektami dla menedżerów i liderów zespołów projektowych;Tomasz Byzia;5;4,7;52.99;3346382_878f_2.jpg;Biznes;Zarządzanie projektami
Business Autopilot;Jak mieć więcej czasu i lepsze efekty, prowadząc własny biznes?;Marcin Kądziołka;4;3,5;52.99;1471678_5387.jpg;Biznes;Handel elektroniczny
Biznes online i zarabianie w domu przez Amazon KDP 2020✅⭐;Self-publishing - sprzedawaj zeszyty, plannery, kalendarze, ebooki i książki na Amazon KDP. Praca w domu przez Internet✅;Szymon Owedyk;2;3,7;52.99;2837712_f76f_3.jpg;Biznes;Handel elektroniczny
Boty na Facebooku. Po polsku i prosto jak tworzyć boty !!;Darmowy asystent - czyli jak zagonić bota do pracy?;MScoach Magdalena Świerzewska;1,5;4,0;52.99;1736594_5846_5.jpg;Biznes;Media
Agile i Scrum od podstaw;Profesjonalne wprowadzenie do metod zwinnych;Andy Brandt;4;4,6;52.99;3087658_62c8.jpg;Biznes;Zarządzanie
TRZY (PO)WAŻNE BŁĘDY SZEFA W SALONIE BEAUTY;SZEF to zawód. Praktyczne wskazówki jak poprawić zarządzanie salonem beauty.;Rafal Galinski, Tatiana Galinska;1;4,5;52.99;1827892_3cd1.jpg;Biznes;Prowadzenie firmy
Uważny lider;Wykorzystaj mindfulness, by wzmocnić umiejętności przywódcze;Joanna Kaczmarek;1,5;4,7;52.99;2498416_d55b.jpg;Biznes;Zasoby ludzkie
Informacja Zwrotna;Czyli o sztuce skutecznego feedbacku;Michał Szczypek;1;4,2;52.99;3010998_3af1_6.jpg;Biznes;Komunikacja
Zarządzanie konfliktem;Czyli jak rozwiązać każdy spór;SprzedajFirme.com Buduj firmę na sprzedaż;1,5;4,0;69.99;2839794_06fe.jpg;Biznes;Komunikacja
Ekspresowy kurs sprzedaży;Naucz się sprzedawać dowolny produkt lub usługę;Marcin Fester;1,5;5,0;52.99;3393016_d32a_2.jpg;Biznes;Sprzedaż
Techniki i Praktyki Zwinnego Zarządzania Projektem/Produktem;Przedstawienie najczęściej występujących wyzwań projektowych i produktowych oraz fundamentów ich rozwiązań.;Rafał Zalewski, Jerzy Stawicki;3,5;5,0;52.99;3533114_ec90_2.jpg;Biznes;Zarządzanie projektami
15 śmiertelnych pułapek przywództwa;Czyli jakich błędów unikną podczas zarządzania ludźmi;SprzedajFirme.com Buduj firmę na sprzedaż;2;5,0;69.99;1777956_0b47.jpg;Biznes;Prowadzenie firmy
Jak Sprzedać Każdy Samochód;Od A do Z - Najlepszy Poradnik;Michał Kata;1,5;5,0;69.99;2283132_c20c_2.jpg;Biznes;Sprzedaż
Jak Wydać Książkę Na AMAZON i AMAZON Kindle;Teraz I Ty Też Możesz Sprzedawać Swoją Książkę i eBooka Na Amazon Nawet Jeśli Nie Masz o Tym Zielonego Pojęcia;Michał Kata;2;4,0;99.99;2161976_3a59.jpg;Biznes;Handel elektroniczny
Prezentacje i wystąpienia publiczne;Jak przygotowywać zwycięskie prezentacje i dobrze komunikować pomysły, produkty i rozwiązania.;Piotr Bucki;7;4,7;52.99;1995376_7d96.jpg;Rozwój osobisty;Kierownictwo
Inteligencja emocjonalna - zarządzanie emocjami;Jak rozumieć świat emocji i zdobyć umiejętności potrzebne do panowania nad emocjam własnymi oraz innych;Jaroslaw Gibas;2,5;4,4;52.99;2875218_24ff_2.jpg;Rozwój osobisty;Zarządzanie stresem
Elektryka dla każdego;Poznaj sekrety elektryki i już nigdy więcej nie płać za proste usterki, które powstają codziennie.;Michał Kata;1,5;4,1;99.99;1540284_f985.jpg;Rozwój osobisty;Przemiana osobista
Neurolingwistyczne Programowanie (NLP) - Solidne Fundamenty;"Rozwiń umiejętności komunikacji i zmiany poznając tajniki podświadomości. Bez ""czary-mary"" i zbędnego żargonu.";Michał Skałba C.ht CT.NLP;2,5;4,1;52.99;202674_1d18_2.jpg;Rozwój osobisty;Przemiana osobista
Kluczowe umiejętności miękkie Scrum Mastera i Agile Coacha;Poznaj najważniejsze umiejętności społeczne efektywnego Scrum Matera. Odkryj co przeszkadza, a co wzmacnia w tej roli.;Jarosław Łojko, Paweł Kałkus, Bozena Andrzejak;3;4,4;59.99;2359822_375c_2.jpg;Rozwój osobisty;Przemiana osobista
Podstawy medytacji. Warsztat techniczny;Od czego zacząć i jak się za to zabrać?;Dorota Mrówka;2,5;4,8;52.99;2947468_1260.jpg;Rozwój osobisty;Przemiana osobista
Mindfulness - techniki i narzędzia poprawy jakości życia;Jak przy pomocy uważności stać się bardziej efektywnym i skutecznym jednocześnie tracąc mniej energii?;Jaroslaw Gibas;3;4,8;52.99;3033104_0a61_3.jpg;Rozwój osobisty;Przemiana osobista
Prezentacja z flipchartem – sposób na wyróżnienie się.;Praktyczny kurs dzięki któremu spotkania korporacyjne, prezentacje i szkolenia zyskają na skuteczności.;Paulina Świętek;1,5;4,4;52.99;1479314_0f99_3.jpg;Rozwój osobisty;Rozwój zawodowy
Storytelling w biznesie;Skuteczne historie, które wspierają Twoją firmę i markę.;Jerzy Zientkowski;5;4,8;59.99;1958334_c7b2_2.jpg;Rozwój osobisty;Przemiana osobista
Metoda Massive Learning;Jak w 20 godzin pozyskać niemal każdą umiejętność i szybko się uczyć;Marcin Kapusta;2,5;4,7;52.99;2802049_a7f0_4.jpg;Rozwój osobisty;Organizacja pracy
Sztuka komunikacji - jak rozmawiać, by zjednać sobie ludzi.;Zasady i reguły skutecznej komunikacj interpersonalnej;Jaroslaw Gibas;3;4,4;52.99;3150882_f51c.jpg;Rozwój osobisty;Rozwój osobisty — inne
Pewność siebie! Pożegnaj przeciętność i korzystaj z życia;Jak odważnie komunikować się ze światem i sobą samym - zwiększ swoją satysfakcję z życia i osiągane wyniki o 200%;Joanna Janowicz;1,5;4,6;64.99;2240692_9801_2.jpg;Rozwój osobisty;Poczucie własnej wartości i pewność siebie
Re-konstrukcja relacji. Jak budować i naprawiać relacje?;Konstruowanie i rekonstruowanie relacji, rozwiązywanie konfliktów z wykorzystaniem narzędzi psychologii transpersonalnej;Jaroslaw Gibas;3;4,6;52.99;3358912_9aeb.jpg;Rozwój osobisty;Rodzicielstwo i związki
Lepszy Głos w 7 dni;Poznaj techniki, ćwiczenia i triki, które dotychczas były domeną lektorów, aktorów i prezenterów!;Krzysiek Buratyński;3,5;4,9;599.99;3186044_9f94_3.jpg;Rozwój osobisty;Budowanie marki osobistej
Asertywność: Jak radzić sobie z krytyką;Jak reagować na krytykę, tę z którą się zgadzamy i tę, z którą się nie zgadzamy;Joanna Rajang;1;4,4;52.99;1535526_7ec7_3.jpg;Rozwój osobisty;Poczucie własnej wartości i pewność siebie
Budowa paznokci w kształcie Pipe. Metoda żelowa;Przedłużanie paznokci metodą żelową w kształcie PIPE;Viktoriia Klopotova Professional Nail School;42;4,8;159.99;2367452_0938_2.jpg;Rozwój osobisty;Rozwój zawodowy
TAJNIKI błyskotliwej, szybkiej i skutecznej RIPOSTY w 14 dni;✅Pewność siebie, poczucie własnej wartości, rozwój osobisty i zawodowy, reakcja na stres, umiejętności komunikacyjne ✅;Pawel Kolodzinski;2;3,4;52.99;2289711_feec.jpg;Rozwój osobisty;Przemiana osobista
Łatwy i Szybki Montaż Wideo w iMovie - Kurs Polski;Stwórz własne filmy w prostym i szybkim programie dzięki praktycznym wskazówkom. Kurs po polsku.;Rafal Galinski;2,5;4,9;52.99;2561678_5e88_3.jpg;Rozwój osobisty;Kreatywność
System Kobiecej Energii;Naucz się zarządzać swoją energią!;Olga Getler;15;4,9;52.99;2932326_2e0a_2.jpg;Rozwój osobisty;Przemiana osobista
Jak Zjednać Sobie Ludzi i Zbudować Zaufanie: 10 Sekretów;Jak ułatwić sobie komunikację w biznesie oraz życiu rodzinnym i towarzyskim;Rafal Galinski, Tatiana Galinska;40;4,3;52.99;2036892_dd73.jpg;Rozwój osobisty;Przemiana osobista
MOTYWACJA do działania;W jaki sposób stworzyć środowisko sprzyjające działaniom, wynikom i satysfakcji z pracy;Dawid Wardin;1,5;4,1;99.99;2899300_a71c_3.jpg;Rozwój osobisty;Organizacja pracy
Szybki Kurs Zarządzania Czasem;Jak osiągnąć więcej w krótszym czasie?;Nikodem Zegzda;1;4,0;52.99;2185866_2911_7.jpg;Rozwój osobisty;Organizacja pracy
Warsztat medytacyjny: praca z myślami i emocjami;Jak zrobić porządek w swojej głowie i przestać się przejmować?;Dorota Mrówka;3;5,0;52.99;3142030_ffab_2.jpg;Rozwój osobisty;Przemiana osobista
Kurs Języka Hiszpańskiego cz.1;Kurs Języka Hiszpańskiego z serii JAK ZOSTAĆ POLIGLOTĄ;Iwona Stepien;3;4,4;52.99;2814049_cf6d_2.jpg;Rozwój osobisty;Zapamiętywanie i metody nauki
Budowa Domu Systemem Gospodarczym. Cztery Kursy z Lektorem.;Każdy z kursów dokładnie prezentuje proces wykonania konstrukcji złożonego projektu budynku.;P.A. Dursk;5;4,2;69.99;2352260_b3d4.jpg;Rozwój osobisty;Organizacja pracy
Edukacja Dorosłych w Anglii, Walii oraz Irlandii Północnej;Szkoły, kwalifikacje i kursy dla dorosłych;Mariusz Milka;1;5,0;69.99;1079616_98e3_4.jpg;Rozwój osobisty;Rozwój zawodowy
Trening Mentalny -jak się podnieść, otrzepać i iść do przodu;Psychologia zmiany, najbardziej efektywne praktyki redukcji stresu, budowania super relacji ze sobą oraz poczucia pełni;Piotr Strzyżewski;4,5;5,0;52.99;2940740_a248.jpg;Rozwój osobisty;Przemiana osobista
PEWNOŚĆ SIEBIE I RADOŚĆ W ŻYCIU - NIE SZUKAJĄC. SENS ŻYCIA.;Źródło odwagi, energii i optymizmu.;Joanna Janowicz;4;5,0;52.99;3068982_d034.jpg;Rozwój osobisty;Szczęście
Buduj zdrowe nawyki;Jak w prostych, codziennych krokach zmienić swoje życie?;Paulina Strzyga;2;4,7;52.99;2534970_2db9_2.jpg;Rozwój osobisty;Organizacja pracy
مهارات المحاضر والخطيب المحترف;بعيدا عن أي كلام نظري أقدم لك خلاصة خبرتي وتجاربي وقراءاتي لتقدم عرضا قويا وتتحدث بكل ثقة وتأثير وإقناع أمام الجماهير;علي صبيحي;3,5;4,8;52.99;2646382_1340_3.jpg;Rozwój osobisty;Wywieranie wpływu
Zrozum emocje zredukuj stres i zmień przekonania na sukces;Czego nie powiedziano Ci o emocjach, efektywnej zmianie przekonań, na takie, które wspierają sukces w Twoim życiu?;Piotr Strzyżewski;4,5;5,0;52.99;2963988_6d3f_2.jpg;Rozwój osobisty;Przemiana osobista
Kurs SRC;Przygotowuje do egzaminu SRC;Piotr Czyszczoń;2;4,6;52.99;2675106_7128.jpg;Rozwój osobisty;Rozwój osobisty — inne
Pokonaj Małomówność;Jak efektywnie prowadzić small-talk?;Artur Król;1;4,4;69.99;2606214_1fa6_2.jpg;Rozwój osobisty;Przemiana osobista
Pasja Wystąpień. Mów pewnie do kamery i audytorium.;30 minut merytorycznej wiedzy w zakresie wystąpień publicznych. Zainwestuj w siebie. Mów pewnie do kamery i audytorium.;Damian Wilpert;31;4,3;52.99;3160676_74cb.jpg;Rozwój osobisty;Budowanie marki osobistej
Kurs prostego rysowania;Kurs prostego rysowania dla dzieci i dorosłych.;Agata Jakuszko;3,5;4,3;52.99;2920706_97bf_3.jpg;Rozwój osobisty;Kreatywność
Agresja rodziców;Jak sobie poradzić z własnymi emocjami, aby nie krzywdzić swojego dziecka.;Justyna Rokicka;1,5;3,8;52.99;2462394_3628.jpg;Rozwój osobisty;Rodzicielstwo i związki
Przestań myśleć;...i zyskaj wytchnienie od wszystkich problemów i stresów oraz poczucie bezwarunkowego szczęścia!;Sebastian Dacków;1,5;5,0;52.99;2903442_2f96_2.jpg;Rozwój osobisty;Przemiana osobista
Jak napisać idealny list motywacyjny;Co każdy powinien wiedzieć o listach motywacyjnych;Mateusz Pałka;31;5,0;52.99;2054923_2d5c.jpg;Rozwój osobisty;Rozwój zawodowy
Skuteczna Nauka;Jak efektywnie wykorzystać czas uczenia się?;Artur Król;1,5;3,6;129.99;2607854_ea9c.jpg;Rozwój osobisty;Zapamiętywanie i metody nauki
Medytacja;Medytacja kreatywna dla początkujących i zaawansowanych. Nauka oddechu, wyciszenia oraz wyczucia i poprowadzenia energii;Aleksandra Mason;1;5,0;189.99;2481362_24a3.jpg;Rozwój osobisty;Kreatywność
Daj sobie głos!;szkolenie z podstaw emisji głosu;Katarzyna Kazańska;1,5;4,9;349.99;2294069_bf43_2.jpg;Rozwój osobisty;Rozwój osobisty — inne
Mój pierwszy podcast;Własna audycja od A do Z.;Mikołaj Krupa;3,5;4,5;52.99;3175192_e808_3.jpg;Rozwój osobisty;Kreatywność
Pewność Siebie Przed Kamerą;Wykorzystaj Wideo Jako Element Twojej Marki Osobistej;Rafal Galinski, Tatiana Galinska;1,5;4,5;52.99;2639814_611c.jpg;Rozwój osobisty;Budowanie marki osobistej
Jak efektywnie pracować zdalnie w domu - Praktyczny kurs;Ten program przeprowadzi Cię przez proces efektywnej pracy zdalnej, dzięki któremu poprawisz wyniki nawet o 30%;Patryk Filipiak;1,5;3,9;52.99;2899004_29d2.jpg;Rozwój osobisty;Organizacja pracy
Pozytywnik codzienny;3 minuty dziennie by odzyskać energię i równowagę;Beata Marciniak;1,5;5,0;52.99;3251748_aee2_4.jpg;Rozwój osobisty;Przemiana osobista
Potężna Osobowość;czyli jak ekspresowo zwiększyć Poczucie Własnej Wartości i zacząć przyciągać Szczęście;Dawid Jureczko;5;3,5;52.99;2812395_598d_2.jpg;Rozwój osobisty;Poczucie własnej wartości i pewność siebie
Słowo o mobbingu, czyli Twoja wyprawa na Mobbi Dicka;Przeznaczony dla każdego praktyczny kurs radzenia sobie z mobbingiem, presją, wroga organizacją .;Warecki & Warecki;3,5;5,0;52.99;1995258_1cbb_2.jpg;Rozwój osobisty;Rozwój osobisty — inne
Duński od Podstaw;Naucz się duńskiego od podstaw!;Kornel Wawrzyniuk;3,5;5,0;52.99;3006144_d9d3_2.jpg;Rozwój osobisty;Rozwój zawodowy
Pokonaj stres!;Jak zadbać o odporność psychiczną w obecnej i każdej trudnej sytuacji;Videopoint Grupa Helion;1;4,5;52.99;3177678_0a56_2.jpg;Rozwój osobisty;Zarządzanie stresem
Kurs Wydajna Praca Freelancera;Narzędzia i Skuteczne Techniki;eduweb.pl - Kursy Wideo;7,5;3,5;174.99;1908570_fe00.jpg;Rozwój osobisty;Organizacja pracy
Opanuj życiowy chaos i działaj z pewnością siebie!;Opanuj chaos w swoich emocjach i myślach, by działać skuteczniej i z pewnością siebie!;Andrzej Wojtyniak;3;;52.99;2355460_d476_3.jpg;Rozwój osobisty;Przemiana osobista
Poznaj swoją odporność psychiczną;Dowiedz się, czy jesteś odporny czy wrażliwy psychicznie;Joanna Kaczmarek;1,5;;52.99;2699764_32ac.jpg;Rozwój osobisty;Rozwój zawodowy
Mapa Marzeń;Naucz się spełniać swoje marzenia;Rafal Galinski, Tatiana Galinska;1,5;;52.99;2762244_7199.jpg;Rozwój osobisty;Przemiana osobista
Gry Statusowe w Praktyce;Tajniki ludzkiego zachowania;Artur Król;2;;279.99;2612044_7a2f.jpg;Rozwój osobisty;Kierownictwo
Kurs Praktyczny - Malarstwo - akryle, oleje, akwarela;Kurs Praktyczny z wykładami podczas praktyki! - Oleje, akryle oraz akwarela - 14 obrazów w jednym kursie;Mateusz Wojcicki, Eliza Dudek-Wójcicki;16;;52.99;3402986_b8cd.jpg;Rozwój osobisty;Kreatywność
Jak poczuć się lepiej: Buduj poczucie własnej wartości;Dowiedz się, co wpływa na poczucie własnej wartości. Co zrobić, aby je poprawić i robić swoje!;Chris Like;2;;52.99;3157562_3029_2.jpg;Rozwój osobisty;Przemiana osobista
Slalom szybki - a pokonywanie zakrętów;Patrzenie i płynna kontrola gazu to podstawa w jeździe na motocyklu;Robert Chmielewski;31;;52.99;3596428_5bc4.jpg;Rozwój osobisty;Rozwój osobisty — inne
Rozmowa o pracę po angielsku: 10 błędów i jak ich unikać;10 najczęstszych błędów kandydatów na rozmowie o pracę po angielsku - i jak ich nie robić!;Kasia Sielicka;1;;52.99;3427444_7ccf.jpg;Rozwój osobisty;Rozwój zawodowy
Hypnobirthing teoria i praktyka głębokiego relaksu do porodu;Doświadcz łagodnego, pięknego, naturalnego, intuicyjnego porodu, do jakiego zostałaś stworzona!;Natalia Drwal;6;;52.99;2234924_2641_3.jpg;Rozwój osobisty;Rodzicielstwo i związki
Radykalne szczęście – praktyczne ćwiczenia;Radykalnie podnieś poziom zadowolenia ze swojego życia!;Bea So;28;;52.99;2804489_0225.jpg;Rozwój osobisty;Szczęście
6 kroków w 6 dni - idę do mamy . Dobra relacja z mamą;Pozbądź się blokad w drodze do sukcesu! NLP . Wewnętrzne dziecko .;Paulina Kotala;41;;52.99;3433440_5ea1.jpg;Rozwój osobisty;Szczęście
Slalom wolny - ćwiczenia potrzebne do opanowania zadania;Technika jazdy precyzyjnej przy prędkości poniżej progu równowagi.;Robert Chmielewski;33;;52.99;3596406_0d3f.jpg;Rozwój osobisty;Rozwój osobisty — inne
Znajdź swój pewny cel. Planowanie dla każdego.;Jak rozpocząć przygodę z planowaniem swojego życia? Zacznij od kilku prostych kroków...;Andrzej Wojtyniak;2,5;;52.99;3025556_57b0_2.jpg;Rozwój osobisty;Organizacja pracy
Zorganizuj się jak człowiek sukcesu! Zarządzanie czasem.;Osiąganie celów i sprawna realizacja zadań jest możliwa tylko dzięki dobrym nawykom organizacji pracy i życia.;Andrzej Wojtyniak;3,5;;52.99;3048272_23e7.jpg;Rozwój osobisty;Organizacja pracy
Web developer od podstaw w 15 dni;Zdobądź solidne podstawy HTML i CSS i zyskaj umiejętności potrzebne do samodzielnego tworzenia nowoczesnych stron www.;Samuraj Programowania;38;4,8;69.99;1673856_ff13_5.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
CCNA po polsku - kurs sieci komputerowych - egzamin 200-301;Niezastapiona pomoc w przygotowaniu do egzaminu oraz pracy jako administrator sieci Cisco;Marious Kuriata;17,5;4,5;52.99;1334946_ca96_2.jpg;IT i oprogramowanie;Certyfikacja IT
Powershell dla administratora Windows - kompletny kurs;Zostań mistrzem linii komend. Pracuj na co dzień korzystając z Powershell. Oskryptuj powtarzalne zadania. Ceń swój czas!;Rafał Mobilo;6;4,7;69.99;482972_5d3b_2.jpg;IT i oprogramowanie;Systemy operacyjne
SQL Server wprowadzenie, instalacja narzędzia. Exam 70-761;Kurs wprowadzający w świat SQL. Kolejne kursy pogłębiają tą tematykę i przygotowują do egzaminów 70-761, 70-762;Rafał Mobilo;3;4,6;52.99;714476_722f_4.jpg;IT i oprogramowanie;Certyfikacja IT
SQL Server - zapytania. Querying. Exam 70-761;Kurs starego poczciwego SQL. Musisz to znać aby pracować z SQL lub myśleć o egzaminach 70-761, 70-762;Rafał Mobilo;5,5;4,7;59.99;737318_9c41_3.jpg;IT i oprogramowanie;Certyfikacja IT
Windows Server 2016 - Praktyczny przewodnik i konfiguracja;Active Directory, DHCP, DNS, GPO, RAID, NTFS, PowerShell. Praktyczny poradnik, laboratoria, e-booki, sprzęt i monitoring;Marious Kuriata;6;4,4;52.99;1480044_efd2.jpg;IT i oprogramowanie;Systemy operacyjne
Administrator Windows Server i Linux;Windows Server 2012, 2008 i Linux Ubuntu;Wojciech Kowalski;85;4,2;52.99;1729396_8fc3.jpg;IT i oprogramowanie;Systemy operacyjne
Sieci komputerowe - dla początkujących - budowa i działanie;Router, switch, firewall, kamery IP, NAS, Wordpress, bezpieczeństwo... Kurs dla początkujących.;Marious Kuriata;4,5;4,3;64.99;1257470_cb25.jpg;IT i oprogramowanie;Sieć i bezpieczeństwo
Linux - linia komend dla początkujących...;... czyli jak rozpocząć profesjonalną pracę w Linuxie;Rafał Mobilo;9;4,5;52.99;1923934_1cd7_2.jpg;IT i oprogramowanie;Systemy operacyjne
SQL - język zapytań do bazy danych SQL Server;Oszczędzaj czas i twórz samodzielnie niezbędne Ci raporty;Dariusz Skórniewski;6,5;4,3;52.99;2529698_6535.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Mistrz Power Query w Excelu;Zostań Mistrzem pobierania i analizy danych w Excelu za pomocą Power Query;Adam Kopeć;10,5;4,8;52.99;2081628_7a3a_2.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Kurs JAVA od podstaw - stań się programistą +zadania&notatki;Nauczysz się wszystkich najważniejszych zagadnień związanych z programowaniem w Java!;Łukasz Bojarski;24,5;4,7;52.99;2594092_2290_5.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
VPN po polsku - bezpieczeństwo Twojej sieci oraz anonimowość;Kurs dla początkujących. Naucz się jak działa VPN, zapewnij sobie anonimowość w seci. L2TP IPsec, SSL, OpenVPN;Marious Kuriata;4,5;4,5;52.99;1617300_933a_2.jpg;IT i oprogramowanie;Sieć i bezpieczeństwo
KeePass - Zadbaj o bezpieczeństwo w sieci;Poradnik jak korzystać z najbezpieczniejszego menadżera haseł krok po kroku.;Hubert Arciszewski;1;3,5;52.99;1877666_6446.jpg;IT i oprogramowanie;Sieć i bezpieczeństwo
Szkolenie SIEMENS Simatic S7-300 Step7;Poznaj tajniki sterowników PLC i zacznij przygodę z automatyką już dziś!;Mepi.pl Video Tutorials;3,5;3,8;79.99;1202718_ae35.jpg;IT i oprogramowanie;Sprzęt
Ethical hacking i bezpieczeństwo sieci dla początkujących;Praktyczny poradnik w oparciu o Kali Linux: DoS, MITM, Dictionary Attacks, WPA hack, MFA. Wizyta w Data Center.;Marious Kuriata;4,5;4,3;52.99;2280136_d93b_9.jpg;IT i oprogramowanie;Sieć i bezpieczeństwo
CCNA - Praktyczny poradnik inżyniera sieci -Cisco w praktyce;Jak zdobyć doświadczenie wymagane do pracy jako Network Engineer;Marious Kuriata;4;4,5;52.99;1589788_e869_6.jpg;IT i oprogramowanie;Certyfikacja IT
SOLID - praktyczny kurs;Praktyczny kurs SOLIDa oparty na refaktoryzacji aplikacji;Jarosław Stadnicki;4;4,5;52.99;1741732_7cc2_2.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Photoshop CC 2019 od podstaw;Jak rozpocząć pracę z najnowszym Photoshopem. Naucz się pracy na angielskiej wersji programu.;Sly Hofman;6,5;4,6;52.99;2483520_421a_4.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Windows 10 po polsku - od zera do bohatera;Wprowadzenie w administrację Windows 10 + integracja z chmurą (podstawy Intune i Azure);Marious Kuriata;8;4,7;52.99;2391860_2613_2.jpg;IT i oprogramowanie;Systemy operacyjne
Wprowadzenie do Microsoft Azure. Egzamin AZ-900;Daj się porwać chmurze Azure!;Rafał Mobilo;9;4,8;69.99;2976082_fde9.jpg;IT i oprogramowanie;Certyfikacja IT
Kurs PLC Simatic SIEMENS S7-1200 od podstaw;W tym kursie PLC zajmiemy sie symulacją makiety skrzyżowania programowanie bez użycia hardware'u!;Mepi.pl Video Tutorials;8;3,0;79.99;1479018_1d47.jpg;IT i oprogramowanie;Sprzęt
Django RESTfull API - po polsku;Django 2.1 API: metody CRUD, Login i Register, filtry, sortowanie, paginacja, DB relationships;Krystian Czekalski;5;4,4;52.99;1933262_5207.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Programowanie obiektowe w Python | Zadania + Rozwiązania;Kurs dla wszystkich chcących poszerzyć wiedzę w zakresie programowania obiektowego. Zawiera liczne praktyczne zadania.;Szymon Wolny;3;3,9;59.99;2320600_dbc4_7.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Konfigurowanie Windows Server 2012 70-410;Instalowanie i Konfigurowanie;Wojciech Kowalski;8;4,5;59.99;1627942_9936_2.jpg;IT i oprogramowanie;Systemy operacyjne
